,loss
0,1.8112093210220337
1,1.3823027610778809
2,1.3720500469207764
3,0.8679739236831665
4,0.489975243806839
5,0.2615702152252197
6,0.0989178717136383
7,0.04514520987868309
8,0.0376952663064003
9,0.028163839131593704
10,0.03254881128668785
11,0.027210194617509842
12,0.027099406346678734
13,0.029295874759554863
14,0.01812671683728695
15,0.02550387568771839
16,0.022135823965072632
17,0.02198943868279457
18,0.009240678511559963
19,0.01761244796216488
20,0.025926213711500168
21,0.021639904007315636
22,0.01150461845099926
23,0.017099129036068916
24,0.02203250303864479
25,0.02031651698052883
26,0.02080422267317772
27,0.024895034730434418
28,0.02113267406821251
29,0.018719997256994247
30,0.02081594243645668
31,0.0199747197329998
32,0.013763136230409145
33,0.01539583969861269
34,0.009910966269671917
35,0.01210305467247963
36,0.016821594908833504
37,0.018497468903660774
38,0.016551949083805084
39,0.01738303154706955
40,0.009928947314620018
41,0.021059930324554443
42,0.019327571615576744
43,0.011120096780359745
44,0.010688385926187038
45,0.017838001251220703
46,0.013207653537392616
47,0.007171612698584795
48,0.02349250391125679
49,0.01686200499534607
50,0.029818395152688026
51,0.022343430668115616
52,0.020780006423592567
53,0.01918690651655197
54,0.016637476161122322
55,0.012496642768383026
56,0.009820012375712395
57,0.010430576279759407
58,0.012216465547680855
59,0.023566734045743942
60,0.01649509370326996
61,0.014832085929811
62,0.01807781308889389
63,0.014187176711857319
64,0.019929511472582817
65,0.012929856777191162
66,0.022255748510360718
67,0.013456310145556927
68,0.013346709311008453
69,0.017145387828350067
70,0.014835905283689499
71,0.009094004519283772
72,0.02035563811659813
73,0.02086210437119007
74,0.012503511272370815
75,0.014837555587291718
76,0.025489501655101776
77,0.013732746243476868
78,0.018340980634093285
79,0.013066251762211323
80,0.023692475631833076
81,0.012742716819047928
82,0.018599452450871468
83,0.021749287843704224
84,0.016559015959501266
85,0.01737906038761139
86,0.013459989801049232
87,0.01835659332573414
88,0.0199205931276083
89,0.02039327472448349
90,0.013237850740551949
91,0.013235491700470448
92,0.013367243111133575
93,0.015727298334240913
94,0.021884014829993248
95,0.0190729983150959
96,0.022489413619041443
97,0.011089770123362541
98,0.01497073657810688
99,0.02052363194525242
100,0.018315237015485764
101,0.013815920799970627
102,0.008972730487585068
103,0.020127438008785248
104,0.02045508474111557
105,0.020474493503570557
106,0.012709787115454674
107,0.016676049679517746
108,0.015824122354388237
109,0.023573312908411026
110,0.015531335026025772
111,0.01704942248761654
112,0.016779353842139244
113,0.016945280134677887
114,0.012773314490914345
115,0.015853911638259888
116,0.018678512424230576
117,0.015361961908638477
118,0.021806711331009865
119,0.014174088835716248
120,0.018499797210097313
121,0.014074239879846573
122,0.018160611391067505
123,0.02050798013806343
124,0.019907530397176743
125,0.01861538738012314
126,0.023780647665262222
127,0.01722750999033451
128,0.01870693638920784
129,0.014980150386691093
130,0.016371771693229675
131,0.012511451728641987
132,0.014782781712710857
133,0.023581363260746002
134,0.017666401341557503
135,0.013427534140646458
136,0.013126956298947334
137,0.019887201488018036
138,0.01644003950059414
139,0.013931403867900372
140,0.01681530848145485
141,0.010592816397547722
142,0.017016123980283737
143,0.017581958323717117
144,0.01440283190459013
145,0.01206939946860075
146,0.01670464500784874
147,0.01880856417119503
148,0.017801059409976006
149,0.018787726759910583
150,0.01690787263214588
151,0.016145894303917885
152,0.02205573208630085
153,0.013420794159173965
154,0.017220448702573776
155,0.016050757840275764
156,0.01816527359187603
157,0.01242759544402361
158,0.021342866122722626
159,0.019891321659088135
160,0.017280014231801033
161,0.010285882279276848
162,0.015694912523031235
163,0.01676546037197113
164,0.01862817257642746
165,0.012411336414515972
166,0.01153865922242403
167,0.02293470874428749
168,0.024298101663589478
169,0.00858543161302805
170,0.02258843556046486
171,0.015441233292222023
172,0.017225278541445732
173,0.018003063276410103
174,0.01639234833419323
175,0.02034749835729599
176,0.017967959865927696
177,0.01829509064555168
178,0.017549436539411545
179,0.013346491381525993
180,0.009518703445792198
181,0.02046969160437584
182,0.013044196180999279
183,0.010258202441036701
184,0.021065527573227882
185,0.013369321823120117
186,0.02020973339676857
187,0.02188703417778015
188,0.014497986063361168
189,0.021402467042207718
190,0.011912759393453598
191,0.018500758334994316
192,0.014665062539279461
193,0.019785558804869652
194,0.019849615171551704
195,0.01771894283592701
196,0.017558947205543518
197,0.017333410680294037
198,0.01997969299554825
199,0.48757389187812805
200,0.28565722703933716
201,0.15835580229759216
202,0.10514269024133682
203,0.06720971316099167
204,0.06002695485949516
205,0.077640600502491
206,0.08106604963541031
207,0.07966358959674835
208,0.06403245776891708
209,0.06448069214820862
210,0.09505698084831238
211,0.0692933052778244
212,0.06303020566701889
213,0.06243099644780159
214,0.06948171555995941
215,0.06473442912101746
216,0.08458621054887772
217,0.07392267882823944
218,0.05167835205793381
219,0.06685103476047516
220,0.04674959182739258
221,0.07560113817453384
222,0.06372825801372528
223,0.10024102032184601
224,0.055336836725473404
225,0.07865088433027267
226,0.06866566836833954
227,0.05829222500324249
228,0.08930130302906036
229,0.07291179150342941
