,rewards
552,10.0
553,10.0
554,10.0
555,33.0
556,10.0
557,10.0
558,27.0
559,10.0
560,12.0
561,31.0
562,10.0
563,10.0
564,49.0
565,9.0
566,10.0
567,10.0
568,10.0
569,9.0
570,10.0
571,9.0
572,10.0
573,10.0
574,11.0
575,10.0
576,10.0
577,10.0
578,10.0
579,10.0
580,10.0
581,18.0
582,10.0
583,10.0
584,12.0
585,11.0
586,9.0
587,9.0
588,10.0
589,10.0
590,10.0
591,10.0
592,11.0
593,11.0
594,19.0
595,20.0
596,10.0
597,10.0
598,10.0
599,10.0
600,10.0
601,41.0
602,10.0
603,10.0
604,11.0
605,10.0
606,11.0
607,28.0
608,10.0
609,10.0
610,14.0
611,9.0
612,10.0
613,10.0
614,9.0
615,11.0
616,10.0
617,10.0
618,10.0
619,13.0
620,10.0
621,18.0
622,10.0
623,26.0
624,10.0
625,9.0
626,10.0
627,10.0
628,10.0
629,10.0
630,10.0
631,10.0
632,20.0
633,12.0
634,10.0
635,38.0
636,10.0
637,10.0
638,9.0
639,10.0
640,10.0
641,10.0
642,10.0
643,10.0
644,11.0
645,26.0
646,10.0
647,18.0
648,10.0
649,10.0
650,10.0
651,10.0
652,10.0
653,10.0
654,9.0
655,11.0
656,10.0
657,10.0
658,10.0
659,10.0
660,9.0
661,10.0
662,10.0
663,10.0
664,10.0
665,10.0
666,9.0
667,10.0
668,10.0
669,10.0
670,10.0
671,9.0
672,10.0
673,10.0
674,9.0
675,10.0
676,10.0
677,10.0
678,10.0
679,10.0
680,8.0
681,10.0
682,8.0
683,9.0
684,10.0
685,10.0
686,10.0
687,10.0
688,10.0
689,10.0
690,10.0
691,10.0
692,10.0
693,9.0
694,9.0
695,10.0
696,9.0
697,9.0
698,10.0
699,10.0
700,10.0
701,9.0
702,10.0
703,10.0
704,9.0
705,10.0
706,9.0
707,10.0
708,9.0
709,10.0
710,9.0
711,10.0
712,9.0
713,9.0
714,10.0
715,8.0
716,11.0
717,10.0
718,10.0
719,9.0
720,10.0
721,10.0
722,11.0
723,10.0
724,10.0
725,9.0
726,10.0
727,9.0
728,8.0
729,10.0
730,8.0
731,10.0
732,10.0
733,10.0
734,10.0
735,9.0
736,8.0
737,9.0
738,8.0
739,10.0
740,10.0
741,9.0
742,10.0
743,10.0
744,10.0
745,8.0
746,10.0
747,9.0
748,10.0
749,11.0
750,10.0
751,11.0
752,9.0
753,10.0
754,10.0
755,11.0
756,9.0
757,9.0
758,8.0
759,10.0
760,10.0
761,10.0
762,9.0
763,10.0
764,10.0
765,10.0
766,10.0
767,9.0
768,10.0
769,10.0
770,9.0
771,10.0
772,9.0
773,16.0
774,9.0
775,10.0
776,10.0
777,10.0
778,17.0
779,16.0
780,15.0
781,13.0
782,15.0
783,16.0
784,10.0
785,16.0
786,10.0
787,15.0
788,13.0
789,15.0
790,9.0
791,15.0
792,10.0
793,10.0
794,9.0
795,10.0
796,9.0
797,10.0
798,9.0
799,13.0
800,10.0
801,10.0
802,9.0
803,13.0
804,9.0
805,13.0
806,10.0
807,10.0
808,10.0
809,17.0
810,15.0
811,9.0
812,10.0
813,10.0
814,15.0
815,16.0
816,10.0
817,10.0
818,9.0
819,13.0
820,9.0
821,10.0
822,10.0
823,10.0
824,10.0
825,10.0
826,10.0
827,10.0
828,17.0
829,10.0
830,10.0
831,19.0
832,10.0
833,9.0
834,10.0
835,17.0
836,19.0
837,10.0
838,13.0
839,15.0
840,13.0
841,15.0
842,15.0
843,12.0
844,10.0
845,15.0
846,14.0
847,10.0
848,10.0
849,10.0
850,15.0
851,10.0
852,10.0
853,19.0
854,19.0
855,24.0
856,13.0
857,10.0
858,11.0
859,10.0
860,10.0
861,15.0
862,11.0
863,9.0
864,10.0
865,20.0
866,9.0
867,10.0
868,19.0
869,10.0
870,15.0
871,10.0
872,24.0
873,13.0
874,10.0
875,14.0
876,25.0
877,9.0
878,9.0
879,10.0
880,10.0
881,10.0
882,10.0
883,16.0
884,13.0
885,9.0
886,10.0
887,11.0
888,10.0
889,10.0
890,15.0
891,10.0
892,10.0
893,16.0
894,10.0
895,11.0
896,10.0
897,10.0
898,10.0
899,10.0
900,10.0
901,10.0
902,10.0
903,10.0
904,10.0
905,10.0
906,11.0
907,14.0
908,13.0
909,10.0
910,9.0
911,18.0
912,13.0
913,21.0
914,10.0
915,11.0
916,11.0
917,47.0
918,10.0
919,10.0
920,10.0
921,9.0
922,10.0
923,12.0
924,15.0
925,14.0
926,14.0
927,9.0
928,12.0
929,17.0
930,10.0
931,31.0
932,11.0
933,10.0
934,16.0
935,11.0
936,9.0
937,22.0
938,11.0
939,10.0
940,14.0
941,10.0
942,19.0
943,10.0
944,18.0
945,10.0
946,56.0
947,12.0
948,10.0
949,10.0
950,11.0
951,10.0
952,22.0
953,23.0
954,10.0
955,14.0
956,9.0
957,26.0
958,10.0
959,10.0
960,17.0
961,20.0
962,59.0
963,10.0
964,73.0
965,24.0
966,10.0
967,16.0
968,16.0
969,11.0
970,12.0
971,10.0
972,54.0
973,10.0
974,10.0
975,22.0
976,11.0
977,10.0
978,15.0
979,11.0
980,15.0
981,25.0
982,11.0
983,15.0
984,15.0
985,10.0
986,14.0
987,47.0
988,12.0
989,10.0
990,12.0
991,17.0
992,9.0
993,15.0
994,13.0
995,10.0
996,13.0
997,14.0
998,27.0
999,11.0
1000,10.0
1001,66.0
1002,58.0
1003,18.0
1004,64.0
1005,10.0
1006,10.0
1007,10.0
1008,16.0
1009,64.0
1010,10.0
1011,10.0
1012,9.0
1013,10.0
1014,11.0
1015,10.0
1016,19.0
1017,9.0
1018,64.0
1019,9.0
1020,10.0
1021,10.0
1022,11.0
1023,16.0
1024,20.0
1025,9.0
1026,10.0
1027,10.0
1028,10.0
1029,15.0
1030,66.0
1031,10.0
1032,10.0
1033,9.0
1034,18.0
1035,10.0
1036,13.0
1037,25.0
1038,10.0
1039,18.0
1040,10.0
1041,10.0
1042,10.0
1043,10.0
1044,9.0
1045,16.0
1046,9.0
1047,10.0
1048,24.0
1049,10.0
1050,62.0
1051,25.0
1052,13.0
1053,10.0
1054,15.0
1055,16.0
1056,20.0
1057,10.0
1058,10.0
1059,9.0
1060,11.0
1061,26.0
1062,9.0
1063,56.0
1064,66.0
1065,10.0
1066,52.0
1067,10.0
1068,10.0
1069,10.0
1070,10.0
1071,24.0
1072,14.0
1073,58.0
1074,87.0
1075,10.0
1076,23.0
1077,9.0
1078,10.0
1079,10.0
1080,10.0
1081,56.0
1082,9.0
1083,10.0
1084,15.0
1085,10.0
1086,26.0
1087,10.0
1088,10.0
1089,11.0
1090,14.0
1091,10.0
1092,13.0
1093,25.0
1094,10.0
1095,10.0
1096,10.0
1097,10.0
1098,54.0
1099,14.0
1100,34.0
1101,10.0
1102,10.0
1103,11.0
1104,12.0
1105,10.0
1106,10.0
1107,10.0
1108,9.0
1109,20.0
1110,10.0
1111,9.0
1112,10.0
1113,30.0
1114,10.0
1115,10.0
1116,10.0
1117,51.0
1118,10.0
1119,10.0
1120,10.0
1121,9.0
1122,10.0
1123,16.0
1124,10.0
1125,23.0
1126,10.0
1127,53.0
1128,22.0
1129,61.0
1130,10.0
1131,10.0
1132,10.0
1133,10.0
1134,10.0
1135,10.0
1136,10.0
1137,9.0
1138,10.0
1139,10.0
1140,11.0
1141,23.0
1142,10.0
1143,51.0
1144,10.0
1145,10.0
1146,10.0
1147,27.0
1148,18.0
1149,10.0
1150,11.0
1151,10.0
1152,45.0
1153,10.0
1154,9.0
1155,53.0
1156,55.0
1157,39.0
1158,10.0
1159,29.0
1160,10.0
1161,20.0
1162,42.0
1163,9.0
1164,21.0
1165,9.0
1166,10.0
1167,9.0
1168,49.0
1169,42.0
1170,19.0
1171,41.0
1172,58.0
1173,10.0
1174,21.0
1175,10.0
1176,11.0
1177,41.0
1178,11.0
1179,10.0
1180,38.0
1181,10.0
1182,10.0
1183,10.0
1184,10.0
1185,10.0
1186,11.0
1187,41.0
1188,49.0
1189,13.0
1190,10.0
1191,9.0
1192,10.0
1193,10.0
1194,9.0
1195,10.0
1196,10.0
1197,10.0
1198,57.0
1199,10.0
1200,40.0
1201,10.0
1202,9.0
1203,54.0
1204,10.0
1205,10.0
1206,51.0
1207,10.0
1208,9.0
1209,10.0
1210,13.0
1211,9.0
1212,25.0
1213,21.0
1214,39.0
1215,10.0
1216,52.0
1217,23.0
1218,10.0
1219,10.0
1220,11.0
1221,10.0
1222,10.0
1223,10.0
1224,37.0
1225,18.0
1226,44.0
1227,53.0
1228,9.0
1229,56.0
1230,10.0
1231,10.0
1232,15.0
1233,19.0
1234,17.0
1235,19.0
1236,10.0
1237,10.0
1238,10.0
1239,22.0
1240,9.0
1241,10.0
1242,9.0
1243,10.0
1244,64.0
1245,10.0
1246,9.0
1247,64.0
1248,10.0
1249,10.0
1250,14.0
1251,16.0
1252,19.0
1253,49.0
1254,10.0
1255,70.0
1256,10.0
1257,10.0
1258,50.0
1259,12.0
1260,74.0
1261,10.0
1262,10.0
1263,9.0
1264,10.0
1265,57.0
1266,9.0
1267,10.0
1268,10.0
1269,10.0
1270,10.0
1271,10.0
1272,10.0
1273,10.0
1274,57.0
1275,10.0
1276,46.0
1277,10.0
1278,10.0
1279,10.0
1280,11.0
1281,10.0
1282,9.0
1283,11.0
1284,10.0
1285,10.0
1286,10.0
1287,10.0
1288,9.0
1289,10.0
1290,10.0
1291,10.0
1292,10.0
1293,12.0
1294,10.0
1295,10.0
1296,11.0
1297,17.0
1298,21.0
1299,23.0
1300,17.0
1301,10.0
1302,16.0
1303,35.0
1304,10.0
1305,10.0
1306,19.0
1307,10.0
1308,10.0
1309,37.0
1310,15.0
1311,10.0
1312,9.0
1313,50.0
1314,19.0
1315,9.0
1316,23.0
1317,10.0
1318,10.0
1319,10.0
1320,19.0
1321,10.0
1322,10.0
1323,10.0
1324,10.0
1325,10.0
1326,10.0
1327,10.0
1328,13.0
1329,15.0
1330,10.0
1331,10.0
1332,21.0
1333,10.0
1334,17.0
1335,21.0
1336,10.0
1337,57.0
1338,14.0
1339,15.0
1340,9.0
1341,10.0
1342,10.0
1343,16.0
1344,10.0
1345,10.0
1346,25.0
1347,10.0
1348,10.0
1349,10.0
1350,17.0
1351,10.0
1352,10.0
1353,9.0
1354,84.0
1355,24.0
1356,10.0
1357,9.0
1358,10.0
1359,10.0
1360,10.0
1361,10.0
1362,20.0
1363,11.0
1364,69.0
1365,10.0
1366,15.0
1367,13.0
1368,10.0
1369,9.0
1370,9.0
1371,9.0
1372,10.0
1373,58.0
1374,56.0
1375,10.0
1376,27.0
1377,17.0
1378,44.0
1379,18.0
1380,10.0
1381,10.0
1382,17.0
1383,10.0
1384,10.0
1385,10.0
1386,11.0
1387,21.0
1388,10.0
1389,10.0
1390,10.0
1391,10.0
1392,11.0
1393,10.0
1394,9.0
1395,10.0
1396,18.0
1397,10.0
1398,10.0
1399,10.0
1400,10.0
1401,13.0
1402,10.0
1403,10.0
1404,49.0
1405,10.0
1406,20.0
1407,19.0
1408,47.0
1409,10.0
1410,10.0
1411,10.0
1412,9.0
1413,10.0
1414,10.0
1415,9.0
1416,10.0
1417,11.0
1418,10.0
1419,10.0
1420,10.0
1421,9.0
1422,10.0
1423,18.0
1424,9.0
1425,10.0
1426,10.0
1427,14.0
1428,10.0
1429,10.0
1430,54.0
1431,10.0
1432,10.0
1433,10.0
1434,11.0
1435,11.0
1436,9.0
1437,10.0
1438,10.0
1439,11.0
1440,10.0
1441,13.0
1442,13.0
1443,11.0
1444,10.0
1445,10.0
1446,10.0
1447,10.0
1448,10.0
1449,10.0
1450,9.0
1451,10.0
1452,10.0
1453,10.0
1454,10.0
1455,10.0
1456,21.0
1457,10.0
1458,11.0
1459,10.0
1460,11.0
1461,10.0
1462,9.0
1463,11.0
1464,9.0
1465,11.0
1466,12.0
1467,12.0
1468,11.0
1469,26.0
1470,10.0
1471,10.0
1472,9.0
1473,10.0
1474,10.0
1475,35.0
1476,11.0
1477,13.0
1478,10.0
1479,10.0
1480,11.0
1481,12.0
1482,10.0
1483,11.0
1484,10.0
1485,10.0
1486,10.0
1487,16.0
1488,10.0
1489,10.0
1490,9.0
1491,10.0
1492,10.0
1493,10.0
1494,9.0
1495,9.0
1496,9.0
1497,9.0
1498,8.0
1499,10.0
1500,10.0
1501,9.0
1502,10.0
1503,10.0
1504,9.0
1505,10.0
1506,9.0
1507,10.0
1508,10.0
1509,10.0
1510,8.0
1511,10.0
1512,9.0
1513,9.0
1514,9.0
1515,10.0
1516,9.0
1517,10.0
1518,8.0
1519,10.0
1520,9.0
1521,11.0
1522,10.0
1523,9.0
1524,10.0
1525,10.0
1526,10.0
1527,9.0
1528,10.0
1529,10.0
1530,10.0
1531,10.0
1532,10.0
1533,12.0
1534,12.0
1535,9.0
1536,11.0
1537,9.0
1538,8.0
1539,9.0
1540,9.0
1541,10.0
1542,8.0
1543,24.0
1544,27.0
1545,9.0
1546,9.0
1547,8.0
1548,13.0
1549,10.0
1550,9.0
1551,9.0
1552,12.0
1553,10.0
1554,11.0
1555,9.0
1556,9.0
1557,9.0
1558,8.0
1559,9.0
1560,11.0
1561,8.0
1562,10.0
1563,9.0
1564,9.0
1565,10.0
1566,9.0
1567,27.0
1568,8.0
1569,10.0
1570,11.0
1571,9.0
1572,10.0
1573,10.0
1574,9.0
1575,10.0
1576,8.0
1577,20.0
1578,9.0
1579,19.0
1580,10.0
1581,14.0
1582,10.0
1583,10.0
1584,9.0
1585,10.0
1586,9.0
1587,10.0
1588,10.0
1589,9.0
1590,10.0
1591,15.0
1592,9.0
1593,10.0
1594,10.0
1595,13.0
1596,9.0
1597,10.0
1598,10.0
1599,14.0
1600,9.0
1601,10.0
1602,10.0
1603,10.0
1604,10.0
1605,9.0
1606,10.0
1607,10.0
1608,9.0
1609,9.0
1610,10.0
1611,9.0
1612,10.0
1613,9.0
1614,8.0
1615,10.0
1616,10.0
1617,9.0
1618,10.0
1619,10.0
1620,9.0
1621,10.0
1622,8.0
1623,10.0
1624,9.0
1625,10.0
1626,8.0
1627,10.0
1628,9.0
1629,10.0
1630,8.0
1631,9.0
1632,11.0
1633,9.0
1634,10.0
1635,11.0
1636,10.0
1637,10.0
1638,10.0
1639,9.0
1640,9.0
1641,10.0
1642,10.0
1643,10.0
1644,10.0
1645,10.0
1646,10.0
1647,9.0
1648,11.0
1649,11.0
1650,10.0
1651,9.0
1652,10.0
1653,10.0
1654,9.0
1655,10.0
1656,9.0
1657,8.0
1658,11.0
1659,10.0
1660,8.0
1661,10.0
1662,9.0
1663,13.0
1664,9.0
1665,10.0
1666,10.0
1667,10.0
1668,10.0
1669,10.0
1670,9.0
1671,10.0
1672,9.0
1673,8.0
1674,15.0
1675,10.0
1676,9.0
1677,9.0
1678,8.0
1679,10.0
1680,9.0
1681,9.0
1682,19.0
1683,10.0
1684,8.0
1685,8.0
1686,9.0
1687,10.0
1688,9.0
1689,9.0
1690,10.0
1691,9.0
1692,10.0
1693,10.0
1694,10.0
1695,9.0
1696,10.0
1697,10.0
1698,9.0
1699,10.0
1700,10.0
1701,9.0
1702,9.0
1703,10.0
1704,10.0
1705,10.0
1706,10.0
1707,10.0
1708,10.0
1709,9.0
1710,15.0
1711,9.0
1712,9.0
1713,9.0
1714,10.0
1715,10.0
1716,9.0
1717,10.0
1718,10.0
1719,9.0
1720,10.0
1721,9.0
1722,10.0
1723,9.0
1724,10.0
1725,15.0
1726,10.0
1727,9.0
1728,15.0
1729,15.0
1730,10.0
1731,8.0
1732,10.0
1733,10.0
1734,9.0
1735,10.0
1736,9.0
1737,10.0
1738,9.0
1739,9.0
1740,9.0
1741,9.0
1742,10.0
1743,9.0
1744,8.0
1745,11.0
1746,10.0
1747,9.0
1748,10.0
1749,10.0
1750,15.0
1751,10.0
1752,10.0
1753,11.0
1754,10.0
1755,9.0
1756,11.0
1757,10.0
1758,19.0
1759,10.0
1760,8.0
1761,8.0
1762,8.0
1763,9.0
1764,10.0
1765,17.0
1766,15.0
1767,14.0
1768,11.0
1769,9.0
1770,9.0
1771,9.0
1772,10.0
1773,15.0
1774,20.0
1775,10.0
1776,8.0
1777,8.0
1778,11.0
1779,8.0
1780,10.0
1781,10.0
1782,9.0
1783,9.0
1784,10.0
1785,9.0
1786,17.0
1787,10.0
1788,10.0
1789,10.0
1790,10.0
1791,9.0
1792,19.0
1793,9.0
1794,10.0
1795,13.0
1796,13.0
1797,9.0
1798,10.0
1799,8.0
1800,8.0
1801,15.0
1802,10.0
1803,10.0
1804,10.0
1805,10.0
1806,12.0
1807,14.0
1808,10.0
1809,10.0
1810,13.0
1811,9.0
1812,10.0
1813,9.0
1814,10.0
1815,10.0
1816,10.0
1817,10.0
1818,10.0
1819,8.0
1820,9.0
1821,10.0
1822,9.0
1823,9.0
1824,10.0
1825,8.0
1826,9.0
1827,10.0
1828,9.0
1829,9.0
1830,10.0
1831,10.0
1832,10.0
1833,10.0
1834,10.0
1835,10.0
1836,10.0
1837,9.0
1838,8.0
1839,10.0
1840,10.0
1841,10.0
1842,10.0
1843,10.0
1844,10.0
1845,10.0
1846,9.0
1847,9.0
1848,10.0
1849,10.0
1850,10.0
1851,10.0
1852,8.0
1853,11.0
1854,10.0
1855,9.0
1856,10.0
1857,10.0
1858,10.0
1859,9.0
1860,9.0
1861,8.0
1862,10.0
1863,9.0
1864,10.0
1865,10.0
1866,10.0
1867,10.0
1868,10.0
1869,10.0
1870,10.0
1871,10.0
1872,10.0
1873,10.0
1874,9.0
1875,9.0
1876,10.0
1877,10.0
1878,11.0
1879,10.0
1880,8.0
1881,10.0
1882,10.0
1883,10.0
1884,10.0
1885,10.0
1886,10.0
1887,10.0
1888,10.0
1889,11.0
1890,11.0
1891,10.0
1892,8.0
1893,10.0
1894,10.0
1895,10.0
1896,10.0
1897,10.0
1898,9.0
1899,10.0
1900,9.0
1901,10.0
1902,10.0
1903,9.0
1904,10.0
1905,8.0
1906,9.0
1907,8.0
1908,10.0
1909,9.0
1910,10.0
1911,10.0
1912,11.0
1913,10.0
1914,10.0
1915,10.0
1916,10.0
1917,10.0
1918,10.0
1919,10.0
1920,10.0
1921,9.0
1922,10.0
1923,10.0
1924,9.0
1925,9.0
1926,10.0
1927,10.0
1928,9.0
1929,9.0
1930,11.0
1931,9.0
1932,11.0
1933,10.0
1934,10.0
1935,10.0
1936,10.0
1937,9.0
1938,9.0
1939,9.0
1940,10.0
1941,10.0
1942,9.0
1943,10.0
1944,10.0
1945,10.0
1946,10.0
1947,9.0
1948,9.0
1949,10.0
1950,9.0
1951,10.0
1952,9.0
1953,9.0
1954,10.0
1955,9.0
1956,10.0
1957,9.0
1958,8.0
1959,10.0
1960,10.0
1961,9.0
1962,9.0
1963,9.0
1964,10.0
1965,11.0
1966,10.0
1967,9.0
1968,9.0
1969,9.0
1970,10.0
1971,10.0
1972,10.0
1973,10.0
1974,9.0
1975,9.0
1976,10.0
1977,10.0
1978,9.0
1979,10.0
1980,9.0
1981,9.0
1982,10.0
1983,10.0
1984,10.0
1985,10.0
1986,10.0
1987,10.0
1988,9.0
1989,10.0
1990,10.0
1991,10.0
1992,10.0
1993,10.0
1994,10.0
1995,10.0
1996,10.0
1997,11.0
1998,9.0
1999,10.0
2000,10.0
2001,9.0
2002,10.0
2003,10.0
2004,10.0
2005,10.0
2006,10.0
2007,10.0
2008,10.0
2009,9.0
2010,9.0
2011,10.0
2012,10.0
2013,10.0
2014,9.0
2015,9.0
2016,9.0
2017,9.0
2018,10.0
2019,9.0
2020,11.0
2021,10.0
2022,9.0
2023,10.0
2024,10.0
2025,10.0
2026,9.0
2027,10.0
2028,8.0
2029,10.0
2030,10.0
2031,10.0
2032,10.0
2033,9.0
2034,10.0
2035,10.0
2036,9.0
2037,10.0
2038,10.0
2039,10.0
2040,10.0
2041,10.0
2042,11.0
2043,10.0
2044,10.0
2045,10.0
2046,10.0
2047,10.0
2048,9.0
2049,9.0
2050,10.0
2051,10.0
2052,10.0
2053,10.0
2054,10.0
2055,9.0
2056,9.0
2057,10.0
2058,10.0
2059,10.0
2060,10.0
2061,9.0
2062,9.0
2063,10.0
2064,9.0
2065,10.0
2066,9.0
2067,9.0
2068,10.0
2069,10.0
2070,9.0
2071,10.0
2072,9.0
2073,10.0
2074,10.0
2075,10.0
2076,10.0
2077,10.0
2078,10.0
2079,11.0
2080,9.0
2081,10.0
2082,10.0
2083,9.0
2084,10.0
2085,10.0
2086,10.0
2087,10.0
2088,9.0
2089,10.0
2090,11.0
2091,10.0
2092,8.0
2093,10.0
2094,10.0
2095,9.0
2096,9.0
2097,10.0
2098,10.0
2099,10.0
2100,10.0
2101,8.0
2102,10.0
2103,10.0
2104,10.0
2105,11.0
2106,10.0
2107,10.0
2108,9.0
2109,9.0
2110,10.0
2111,10.0
2112,10.0
2113,10.0
2114,10.0
2115,10.0
2116,10.0
2117,10.0
2118,9.0
2119,10.0
2120,10.0
2121,10.0
2122,10.0
2123,10.0
2124,9.0
2125,10.0
2126,10.0
2127,10.0
2128,10.0
2129,10.0
2130,10.0
2131,10.0
2132,8.0
2133,9.0
2134,10.0
2135,10.0
2136,11.0
2137,10.0
2138,10.0
2139,8.0
2140,10.0
