,rewards
2141,10.0
2142,10.0
2143,10.0
2144,10.0
2145,10.0
2146,10.0
2147,10.0
2148,10.0
2149,10.0
2150,10.0
2151,10.0
2152,10.0
2153,10.0
2154,10.0
2155,9.0
2156,10.0
2157,9.0
2158,10.0
2159,9.0
2160,10.0
2161,10.0
2162,10.0
2163,9.0
2164,10.0
2165,9.0
2166,10.0
2167,10.0
2168,9.0
2169,11.0
2170,10.0
2171,11.0
2172,10.0
2173,9.0
2174,10.0
2175,9.0
2176,9.0
2177,9.0
2178,11.0
2179,10.0
2180,10.0
2181,10.0
2182,9.0
2183,10.0
2184,10.0
2185,10.0
2186,10.0
2187,10.0
2188,10.0
2189,9.0
2190,10.0
2191,10.0
2192,10.0
2193,10.0
2194,10.0
2195,10.0
2196,9.0
2197,10.0
2198,9.0
2199,10.0
2200,10.0
2201,10.0
2202,11.0
2203,10.0
2204,10.0
2205,11.0
2206,9.0
2207,10.0
2208,10.0
2209,9.0
2210,9.0
2211,10.0
2212,10.0
2213,11.0
2214,10.0
2215,10.0
2216,11.0
2217,10.0
2218,10.0
2219,10.0
2220,10.0
2221,9.0
2222,9.0
2223,9.0
2224,10.0
2225,10.0
2226,9.0
2227,9.0
2228,10.0
2229,10.0
2230,11.0
2231,9.0
2232,9.0
2233,10.0
2234,9.0
2235,11.0
2236,10.0
2237,10.0
2238,10.0
2239,10.0
2240,10.0
2241,10.0
2242,10.0
2243,10.0
2244,10.0
2245,9.0
2246,10.0
2247,11.0
2248,9.0
2249,9.0
2250,10.0
2251,10.0
2252,10.0
2253,10.0
2254,9.0
2255,10.0
2256,10.0
2257,9.0
2258,9.0
2259,10.0
2260,11.0
2261,9.0
2262,9.0
2263,9.0
2264,10.0
2265,10.0
2266,9.0
2267,10.0
2268,10.0
2269,9.0
2270,10.0
2271,9.0
2272,9.0
2273,9.0
2274,10.0
2275,10.0
2276,10.0
2277,9.0
2278,10.0
2279,10.0
2280,9.0
2281,10.0
2282,10.0
2283,10.0
2284,9.0
2285,11.0
2286,9.0
2287,9.0
2288,10.0
2289,10.0
2290,10.0
2291,10.0
2292,10.0
2293,9.0
2294,10.0
2295,9.0
2296,10.0
2297,10.0
2298,10.0
2299,10.0
2300,10.0
2301,9.0
2302,10.0
2303,10.0
2304,10.0
2305,10.0
2306,10.0
2307,11.0
2308,10.0
2309,9.0
2310,10.0
2311,10.0
2312,10.0
2313,9.0
2314,11.0
2315,9.0
2316,10.0
2317,10.0
2318,9.0
2319,9.0
2320,10.0
2321,10.0
2322,11.0
2323,11.0
2324,10.0
2325,10.0
2326,10.0
2327,11.0
2328,10.0
2329,10.0
2330,10.0
2331,10.0
2332,11.0
2333,10.0
2334,9.0
2335,10.0
2336,10.0
2337,10.0
2338,10.0
2339,10.0
2340,9.0
2341,9.0
2342,10.0
2343,11.0
2344,10.0
2345,10.0
2346,11.0
2347,11.0
2348,9.0
2349,10.0
2350,10.0
2351,27.0
2352,11.0
2353,11.0
2354,9.0
2355,10.0
2356,11.0
2357,12.0
2358,9.0
2359,9.0
2360,10.0
2361,10.0
2362,11.0
2363,11.0
2364,11.0
2365,10.0
2366,11.0
2367,11.0
2368,27.0
2369,10.0
2370,10.0
2371,10.0
2372,10.0
2373,11.0
2374,11.0
2375,10.0
2376,10.0
2377,9.0
2378,10.0
2379,11.0
2380,26.0
2381,11.0
2382,9.0
2383,11.0
2384,9.0
2385,26.0
2386,27.0
2387,22.0
2388,27.0
2389,10.0
2390,10.0
2391,24.0
2392,11.0
2393,10.0
2394,10.0
2395,10.0
2396,11.0
2397,20.0
2398,24.0
2399,20.0
2400,23.0
2401,10.0
2402,11.0
2403,10.0
2404,11.0
2405,9.0
2406,10.0
2407,10.0
2408,11.0
2409,23.0
2410,27.0
2411,10.0
2412,11.0
2413,26.0
2414,10.0
2415,9.0
2416,22.0
2417,24.0
2418,11.0
2419,23.0
2420,26.0
2421,11.0
2422,10.0
2423,11.0
2424,18.0
2425,9.0
2426,9.0
2427,16.0
2428,11.0
2429,9.0
2430,18.0
2431,11.0
2432,10.0
2433,21.0
2434,10.0
2435,18.0
2436,16.0
2437,10.0
2438,11.0
2439,9.0
2440,11.0
2441,10.0
2442,22.0
2443,19.0
2444,18.0
2445,19.0
2446,22.0
2447,11.0
2448,10.0
2449,21.0
2450,19.0
2451,16.0
2452,18.0
2453,23.0
2454,10.0
2455,9.0
2456,9.0
2457,10.0
2458,9.0
2459,22.0
2460,9.0
2461,11.0
2462,19.0
2463,15.0
2464,15.0
2465,9.0
2466,11.0
2467,11.0
2468,23.0
2469,19.0
2470,19.0
2471,16.0
2472,10.0
2473,10.0
2474,10.0
2475,9.0
2476,11.0
2477,11.0
2478,14.0
2479,11.0
2480,9.0
2481,22.0
2482,9.0
2483,16.0
2484,19.0
2485,9.0
2486,16.0
2487,10.0
2488,10.0
2489,9.0
2490,19.0
2491,19.0
2492,10.0
2493,11.0
2494,10.0
2495,11.0
2496,19.0
2497,11.0
2498,9.0
2499,11.0
2500,10.0
2501,16.0
2502,10.0
2503,11.0
2504,11.0
2505,9.0
2506,11.0
2507,19.0
2508,19.0
2509,13.0
2510,9.0
2511,10.0
2512,10.0
2513,19.0
2514,10.0
2515,9.0
2516,10.0
2517,15.0
2518,18.0
2519,10.0
2520,16.0
2521,9.0
2522,18.0
2523,14.0
2524,16.0
2525,14.0
2526,13.0
2527,10.0
2528,15.0
2529,11.0
2530,9.0
2531,10.0
2532,10.0
2533,13.0
2534,19.0
2535,14.0
2536,15.0
2537,14.0
2538,9.0
2539,11.0
2540,13.0
2541,10.0
2542,9.0
2543,9.0
2544,14.0
2545,10.0
2546,14.0
2547,13.0
2548,9.0
2549,12.0
2550,16.0
2551,10.0
2552,10.0
2553,10.0
2554,11.0
2555,10.0
2556,10.0
2557,9.0
2558,11.0
2559,15.0
2560,11.0
2561,12.0
2562,12.0
2563,10.0
2564,15.0
2565,15.0
2566,14.0
2567,10.0
2568,15.0
2569,10.0
2570,10.0
2571,10.0
2572,11.0
2573,17.0
2574,47.0
2575,10.0
2576,11.0
2577,13.0
2578,11.0
2579,10.0
2580,10.0
2581,14.0
2582,14.0
2583,10.0
2584,13.0
2585,10.0
2586,18.0
2587,18.0
2588,11.0
2589,12.0
2590,11.0
2591,14.0
2592,17.0
2593,14.0
2594,10.0
2595,11.0
2596,9.0
2597,17.0
2598,10.0
2599,10.0
2600,15.0
2601,15.0
2602,9.0
2603,15.0
2604,16.0
2605,17.0
2606,11.0
2607,39.0
2608,12.0
2609,10.0
2610,11.0
2611,10.0
2612,11.0
2613,11.0
2614,10.0
2615,10.0
2616,17.0
2617,9.0
2618,10.0
2619,44.0
2620,15.0
2621,10.0
2622,12.0
2623,16.0
2624,16.0
2625,11.0
2626,11.0
2627,9.0
2628,11.0
2629,10.0
2630,13.0
2631,12.0
2632,11.0
2633,20.0
2634,11.0
2635,11.0
2636,9.0
2637,11.0
2638,10.0
2639,10.0
2640,9.0
2641,16.0
2642,11.0
2643,19.0
2644,9.0
2645,15.0
2646,22.0
2647,10.0
2648,11.0
2649,12.0
2650,19.0
2651,10.0
2652,16.0
2653,11.0
2654,10.0
2655,10.0
2656,11.0
2657,11.0
2658,11.0
2659,12.0
2660,13.0
2661,11.0
2662,18.0
2663,9.0
2664,9.0
2665,11.0
2666,11.0
2667,16.0
2668,20.0
2669,10.0
2670,21.0
2671,11.0
2672,9.0
2673,11.0
2674,10.0
2675,10.0
2676,12.0
2677,16.0
2678,20.0
2679,18.0
2680,11.0
2681,10.0
2682,37.0
2683,15.0
2684,14.0
2685,14.0
2686,10.0
2687,15.0
2688,36.0
2689,14.0
2690,17.0
2691,9.0
2692,16.0
2693,13.0
2694,16.0
2695,11.0
2696,44.0
2697,10.0
2698,16.0
2699,16.0
2700,36.0
2701,13.0
2702,14.0
2703,10.0
2704,21.0
2705,19.0
2706,22.0
2707,10.0
2708,10.0
2709,14.0
2710,10.0
2711,11.0
2712,11.0
2713,10.0
2714,42.0
2715,10.0
2716,37.0
2717,12.0
2718,16.0
2719,26.0
2720,11.0
2721,11.0
2722,27.0
2723,19.0
2724,12.0
2725,22.0
2726,11.0
2727,11.0
2728,12.0
2729,26.0
2730,21.0
2731,11.0
2732,25.0
2733,11.0
2734,11.0
2735,11.0
2736,11.0
2737,12.0
2738,23.0
2739,10.0
2740,10.0
2741,23.0
2742,27.0
2743,11.0
2744,22.0
2745,24.0
2746,25.0
2747,10.0
2748,10.0
2749,24.0
2750,10.0
2751,10.0
2752,11.0
2753,26.0
2754,27.0
2755,27.0
2756,22.0
2757,27.0
2758,25.0
2759,10.0
2760,28.0
2761,10.0
2762,27.0
2763,10.0
2764,12.0
2765,27.0
2766,23.0
2767,26.0
2768,24.0
2769,26.0
2770,24.0
2771,11.0
2772,23.0
2773,25.0
2774,26.0
2775,11.0
2776,10.0
2777,26.0
2778,10.0
2779,11.0
2780,23.0
2781,11.0
2782,28.0
2783,11.0
2784,26.0
2785,12.0
2786,11.0
2787,10.0
2788,27.0
2789,12.0
2790,26.0
2791,10.0
2792,12.0
2793,12.0
2794,10.0
2795,10.0
2796,10.0
2797,26.0
2798,11.0
2799,27.0
2800,11.0
2801,11.0
2802,11.0
2803,9.0
2804,10.0
2805,11.0
2806,11.0
2807,9.0
2808,10.0
2809,10.0
2810,11.0
2811,24.0
2812,13.0
2813,12.0
2814,27.0
2815,9.0
2816,10.0
2817,10.0
2818,9.0
2819,27.0
2820,9.0
2821,10.0
2822,9.0
2823,24.0
2824,27.0
2825,26.0
2826,9.0
2827,10.0
2828,27.0
2829,10.0
2830,11.0
2831,26.0
2832,11.0
2833,9.0
2834,11.0
2835,11.0
2836,11.0
2837,9.0
2838,11.0
2839,27.0
2840,11.0
2841,26.0
2842,10.0
2843,10.0
2844,10.0
2845,13.0
2846,13.0
2847,12.0
2848,9.0
2849,9.0
2850,10.0
2851,10.0
2852,10.0
2853,11.0
2854,9.0
2855,23.0
2856,11.0
2857,10.0
2858,10.0
2859,10.0
2860,12.0
2861,9.0
2862,24.0
2863,11.0
2864,10.0
2865,10.0
2866,10.0
2867,10.0
2868,11.0
2869,10.0
2870,10.0
2871,10.0
2872,12.0
2873,9.0
2874,10.0
2875,12.0
2876,9.0
2877,10.0
2878,9.0
2879,13.0
2880,23.0
2881,13.0
2882,10.0
2883,11.0
2884,12.0
2885,9.0
2886,10.0
2887,27.0
2888,11.0
2889,11.0
2890,11.0
2891,11.0
2892,9.0
2893,12.0
2894,10.0
2895,11.0
2896,27.0
2897,11.0
2898,10.0
2899,14.0
2900,27.0
2901,10.0
2902,10.0
2903,9.0
2904,10.0
2905,10.0
2906,23.0
2907,24.0
2908,10.0
2909,11.0
2910,10.0
2911,10.0
2912,27.0
2913,10.0
2914,24.0
2915,20.0
2916,25.0
2917,10.0
2918,27.0
2919,9.0
2920,10.0
2921,10.0
2922,10.0
2923,11.0
2924,10.0
2925,11.0
2926,12.0
2927,9.0
2928,27.0
2929,10.0
2930,10.0
2931,9.0
2932,10.0
2933,30.0
2934,26.0
2935,25.0
2936,25.0
2937,10.0
2938,13.0
2939,30.0
2940,10.0
2941,10.0
2942,11.0
2943,20.0
2944,9.0
2945,20.0
2946,28.0
2947,9.0
2948,10.0
2949,10.0
2950,10.0
2951,9.0
2952,10.0
2953,9.0
2954,11.0
2955,10.0
2956,11.0
2957,32.0
2958,28.0
2959,9.0
2960,27.0
2961,12.0
2962,10.0
2963,26.0
2964,12.0
2965,9.0
2966,10.0
2967,18.0
2968,10.0
2969,27.0
2970,29.0
2971,20.0
2972,10.0
2973,10.0
2974,12.0
2975,12.0
2976,29.0
2977,29.0
2978,10.0
2979,11.0
2980,10.0
2981,25.0
2982,19.0
2983,10.0
2984,17.0
2985,10.0
2986,10.0
2987,10.0
2988,27.0
2989,23.0
2990,24.0
2991,30.0
2992,10.0
2993,29.0
2994,38.0
2995,9.0
2996,29.0
2997,19.0
2998,11.0
2999,10.0
