,loss
0,1.5044519901275635
1,1.9261785745620728
2,2.646240711212158
3,3.265740156173706
4,3.662806987762451
5,4.656485557556152
6,4.9611005783081055
7,6.424333572387695
8,8.662336349487305
9,6.473621845245361
10,7.860107421875
11,6.44563102722168
12,7.523994445800781
13,8.452756881713867
14,7.045581340789795
15,8.272356033325195
16,7.4872283935546875
17,6.2805891036987305
18,7.6854329109191895
19,11.95701789855957
20,14.434610366821289
21,13.710624694824219
22,20.981338500976562
23,22.096359252929688
24,12.109445571899414
25,19.477537155151367
26,13.783040046691895
27,14.998403549194336
28,16.551185607910156
29,27.24945831298828
30,16.19080352783203
31,11.476157188415527
32,11.351136207580566
33,12.774563789367676
34,8.552891731262207
35,12.768918991088867
36,15.531201362609863
37,14.815345764160156
38,17.586790084838867
39,15.052748680114746
40,14.435237884521484
41,15.683664321899414
42,15.00090217590332
43,14.275100708007812
44,14.9428071975708
45,16.275529861450195
46,16.038469314575195
47,13.533063888549805
48,13.667884826660156
49,11.574736595153809
50,11.348173141479492
51,12.206131935119629
52,11.123553276062012
53,9.468786239624023
54,8.461490631103516
55,11.839105606079102
56,9.713582992553711
57,9.018731117248535
58,13.770423889160156
59,11.154216766357422
60,12.660486221313477
61,11.91975212097168
62,11.186782836914062
63,9.757523536682129
64,9.163202285766602
65,8.725086212158203
66,9.504732131958008
67,7.164700984954834
68,9.444842338562012
69,11.046679496765137
70,10.264840126037598
71,8.649989128112793
72,6.201854705810547
73,7.888613700866699
74,9.204095840454102
75,7.519551753997803
76,7.738454341888428
77,8.490449905395508
78,9.791241645812988
79,9.280556678771973
80,11.169464111328125
81,14.666051864624023
82,11.36186695098877
83,8.30234432220459
84,8.959056854248047
85,9.848921775817871
86,8.622108459472656
87,7.64617919921875
88,9.411039352416992
89,8.54060173034668
90,8.227792739868164
91,7.082895755767822
92,9.612532615661621
93,8.730833053588867
94,9.46470832824707
95,4.869713306427002
96,6.49569034576416
97,8.837797164916992
98,6.381146430969238
99,6.758299350738525
100,7.025392055511475
101,6.211255073547363
102,5.478886127471924
103,6.860477447509766
104,9.862862586975098
105,11.208803176879883
106,11.994257926940918
107,7.806792259216309
108,6.4458723068237305
109,8.871452331542969
110,6.567396640777588
111,5.983254909515381
112,8.591692924499512
113,5.848263263702393
114,6.564749240875244
115,7.635848045349121
116,7.827078819274902
117,7.8980841636657715
118,7.2216386795043945
119,7.80950403213501
120,6.648779392242432
121,6.429309844970703
122,9.701309204101562
123,9.151803970336914
124,9.647417068481445
125,6.653259754180908
126,6.293920993804932
127,11.122319221496582
128,5.619479656219482
129,8.171406745910645
130,7.9173455238342285
131,6.769506454467773
132,8.464713096618652
133,6.196127891540527
134,6.379542350769043
135,6.649585723876953
136,6.071577072143555
137,7.033566474914551
138,11.8380765914917
139,6.5408220291137695
140,6.2406110763549805
141,7.0771803855896
142,5.820024013519287
143,7.227219581604004
144,10.016921997070312
145,7.426602840423584
146,8.986011505126953
147,6.701114654541016
148,9.954742431640625
149,6.095024585723877
150,6.973442077636719
151,8.481096267700195
152,6.827444553375244
153,8.111127853393555
154,7.600386619567871
155,11.713275909423828
156,9.838277816772461
157,7.036988735198975
158,7.457876205444336
159,10.585348129272461
160,7.4120588302612305
161,7.227056980133057
162,8.04378604888916
163,9.541117668151855
164,8.395686149597168
165,7.972132205963135
166,8.531937599182129
167,13.961257934570312
168,7.519837856292725
169,12.868108749389648
170,7.711813926696777
171,7.040827751159668
172,7.853883266448975
173,10.763769149780273
174,10.923039436340332
175,8.297043800354004
176,7.045764923095703
177,11.054117202758789
178,9.647125244140625
179,10.042778015136719
180,10.555135726928711
181,12.741862297058105
182,9.142778396606445
183,10.129541397094727
184,9.296372413635254
185,9.60159969329834
186,10.147153854370117
187,7.777952671051025
188,7.819849014282227
189,9.759797096252441
190,10.272483825683594
191,8.553157806396484
192,9.104076385498047
193,8.247398376464844
