,rewards
823,11.0
824,10.0
825,11.0
826,10.0
827,9.0
828,10.0
829,10.0
830,10.0
831,10.0
832,10.0
833,11.0
834,10.0
835,10.0
836,12.0
837,11.0
838,11.0
839,11.0
840,11.0
841,12.0
842,11.0
843,10.0
844,10.0
845,11.0
846,9.0
847,11.0
848,9.0
849,10.0
850,9.0
851,10.0
852,11.0
853,11.0
854,10.0
855,12.0
856,11.0
857,9.0
858,10.0
859,11.0
860,27.0
861,9.0
862,10.0
863,11.0
864,10.0
865,28.0
866,9.0
867,10.0
868,10.0
869,9.0
870,10.0
871,12.0
872,13.0
873,9.0
874,23.0
875,10.0
876,24.0
877,12.0
878,26.0
879,10.0
880,11.0
881,24.0
882,24.0
883,27.0
884,24.0
885,10.0
886,27.0
887,24.0
888,12.0
889,10.0
890,10.0
891,12.0
892,23.0
893,23.0
894,10.0
895,9.0
896,10.0
897,10.0
898,27.0
899,10.0
900,22.0
901,10.0
902,10.0
903,10.0
904,20.0
905,10.0
906,9.0
907,23.0
908,23.0
909,11.0
910,10.0
911,22.0
912,10.0
913,10.0
914,19.0
915,10.0
916,10.0
917,27.0
918,10.0
919,10.0
920,27.0
921,10.0
922,9.0
923,10.0
924,23.0
925,10.0
926,11.0
927,21.0
928,19.0
929,20.0
930,27.0
931,10.0
932,26.0
933,20.0
934,11.0
935,11.0
936,10.0
937,24.0
938,9.0
939,10.0
940,26.0
941,26.0
942,9.0
943,10.0
944,12.0
945,10.0
946,13.0
947,24.0
948,10.0
949,11.0
950,10.0
951,10.0
952,22.0
953,23.0
954,23.0
955,23.0
956,26.0
957,9.0
958,10.0
959,23.0
960,11.0
961,27.0
962,20.0
963,11.0
964,27.0
965,10.0
966,23.0
967,10.0
968,19.0
969,9.0
970,11.0
971,20.0
972,43.0
973,23.0
974,10.0
975,11.0
976,23.0
977,10.0
978,10.0
979,26.0
980,11.0
981,19.0
982,10.0
983,10.0
984,27.0
985,11.0
986,11.0
987,27.0
988,12.0
989,10.0
990,10.0
991,10.0
992,10.0
993,24.0
994,10.0
995,24.0
996,27.0
997,10.0
998,20.0
999,11.0
1000,10.0
1001,10.0
1002,10.0
1003,9.0
1004,24.0
1005,10.0
1006,10.0
1007,10.0
1008,20.0
1009,10.0
1010,11.0
1011,19.0
1012,10.0
1013,26.0
1014,10.0
1015,10.0
1016,11.0
1017,10.0
1018,10.0
1019,10.0
1020,9.0
1021,12.0
1022,10.0
1023,27.0
1024,26.0
1025,10.0
1026,10.0
1027,9.0
1028,10.0
1029,10.0
1030,10.0
1031,10.0
1032,10.0
1033,10.0
1034,10.0
1035,9.0
1036,10.0
1037,9.0
1038,10.0
1039,10.0
1040,9.0
1041,10.0
1042,10.0
1043,10.0
1044,10.0
1045,10.0
1046,11.0
1047,9.0
1048,9.0
1049,10.0
1050,9.0
1051,10.0
1052,10.0
1053,10.0
1054,10.0
1055,10.0
1056,10.0
1057,11.0
1058,10.0
1059,10.0
1060,10.0
1061,11.0
1062,10.0
1063,10.0
1064,10.0
1065,10.0
1066,10.0
1067,10.0
1068,10.0
1069,10.0
1070,10.0
1071,10.0
1072,10.0
1073,10.0
1074,9.0
1075,10.0
1076,10.0
1077,10.0
1078,11.0
1079,9.0
1080,9.0
1081,12.0
1082,9.0
1083,11.0
1084,10.0
1085,10.0
1086,10.0
1087,10.0
1088,9.0
1089,11.0
1090,9.0
1091,10.0
1092,10.0
1093,9.0
1094,10.0
1095,10.0
1096,10.0
1097,11.0
1098,9.0
1099,10.0
1100,10.0
1101,10.0
1102,10.0
1103,9.0
1104,10.0
1105,10.0
1106,10.0
1107,9.0
1108,10.0
1109,9.0
1110,10.0
1111,9.0
1112,10.0
1113,10.0
1114,10.0
1115,10.0
1116,10.0
1117,10.0
1118,9.0
1119,10.0
1120,11.0
1121,10.0
1122,9.0
1123,10.0
1124,10.0
1125,10.0
1126,10.0
1127,10.0
1128,10.0
1129,10.0
1130,10.0
1131,10.0
1132,10.0
1133,10.0
1134,10.0
1135,10.0
1136,9.0
1137,11.0
1138,10.0
1139,10.0
1140,10.0
1141,10.0
1142,10.0
1143,10.0
1144,11.0
1145,12.0
1146,10.0
1147,10.0
1148,13.0
1149,10.0
1150,13.0
1151,12.0
1152,10.0
1153,10.0
1154,26.0
1155,12.0
1156,9.0
1157,10.0
1158,10.0
1159,22.0
1160,10.0
1161,10.0
1162,20.0
1163,10.0
1164,27.0
1165,10.0
1166,10.0
1167,24.0
1168,23.0
1169,20.0
1170,20.0
1171,10.0
1172,10.0
1173,9.0
1174,10.0
1175,9.0
1176,20.0
1177,22.0
1178,10.0
1179,10.0
1180,10.0
1181,9.0
1182,22.0
1183,20.0
1184,9.0
1185,9.0
1186,16.0
1187,22.0
1188,10.0
1189,10.0
1190,19.0
1191,10.0
1192,10.0
1193,10.0
1194,10.0
1195,10.0
1196,19.0
1197,12.0
1198,10.0
1199,10.0
1200,16.0
1201,10.0
1202,16.0
1203,10.0
1204,18.0
1205,16.0
1206,14.0
1207,22.0
1208,10.0
1209,15.0
1210,15.0
1211,19.0
1212,12.0
1213,10.0
1214,16.0
1215,13.0
1216,11.0
1217,16.0
1218,9.0
1219,10.0
1220,13.0
1221,10.0
1222,14.0
1223,9.0
1224,14.0
1225,10.0
1226,10.0
1227,15.0
1228,10.0
1229,10.0
1230,10.0
1231,10.0
1232,16.0
1233,16.0
1234,9.0
1235,10.0
1236,15.0
1237,15.0
1238,9.0
1239,15.0
1240,9.0
1241,16.0
1242,10.0
1243,10.0
1244,14.0
1245,12.0
1246,16.0
1247,16.0
1248,10.0
1249,9.0
1250,10.0
1251,15.0
1252,10.0
1253,10.0
1254,15.0
1255,11.0
1256,15.0
1257,9.0
1258,10.0
1259,13.0
1260,15.0
1261,12.0
1262,15.0
1263,10.0
1264,13.0
1265,9.0
1266,15.0
1267,10.0
1268,9.0
1269,13.0
1270,19.0
1271,10.0
1272,15.0
1273,15.0
1274,10.0
1275,15.0
1276,15.0
1277,13.0
1278,10.0
1279,15.0
1280,9.0
1281,11.0
1282,10.0
1283,10.0
1284,11.0
1285,13.0
1286,10.0
1287,11.0
1288,10.0
1289,13.0
1290,10.0
1291,15.0
1292,10.0
1293,15.0
1294,17.0
1295,10.0
1296,15.0
1297,15.0
1298,13.0
1299,14.0
1300,10.0
1301,11.0
1302,13.0
1303,9.0
1304,11.0
1305,10.0
1306,13.0
1307,10.0
1308,13.0
1309,10.0
1310,10.0
1311,12.0
1312,10.0
1313,14.0
1314,10.0
1315,10.0
1316,10.0
1317,10.0
1318,15.0
1319,11.0
1320,10.0
1321,14.0
1322,17.0
1323,9.0
1324,9.0
1325,10.0
1326,16.0
1327,15.0
1328,13.0
1329,15.0
1330,16.0
1331,10.0
1332,14.0
1333,12.0
1334,11.0
1335,10.0
1336,15.0
1337,15.0
1338,21.0
1339,13.0
1340,11.0
1341,13.0
1342,10.0
1343,10.0
1344,10.0
1345,11.0
1346,25.0
1347,10.0
1348,10.0
1349,9.0
1350,10.0
1351,11.0
1352,10.0
1353,14.0
1354,9.0
1355,10.0
1356,12.0
1357,10.0
1358,10.0
1359,15.0
1360,10.0
1361,9.0
1362,13.0
1363,10.0
1364,10.0
1365,9.0
1366,10.0
1367,15.0
1368,30.0
1369,26.0
1370,14.0
1371,17.0
1372,10.0
1373,33.0
1374,11.0
1375,19.0
1376,14.0
1377,10.0
1378,10.0
1379,9.0
1380,13.0
1381,15.0
1382,12.0
1383,10.0
1384,22.0
1385,9.0
1386,10.0
1387,10.0
1388,22.0
1389,33.0
1390,12.0
1391,16.0
1392,10.0
1393,10.0
1394,15.0
1395,10.0
1396,18.0
1397,26.0
1398,12.0
1399,14.0
1400,16.0
1401,15.0
1402,10.0
1403,17.0
1404,9.0
1405,14.0
1406,10.0
1407,10.0
1408,10.0
1409,15.0
1410,23.0
1411,23.0
1412,17.0
1413,12.0
1414,13.0
1415,9.0
1416,9.0
1417,15.0
1418,9.0
1419,19.0
1420,14.0
1421,10.0
1422,21.0
1423,22.0
1424,21.0
1425,19.0
1426,11.0
1427,15.0
1428,16.0
1429,10.0
1430,11.0
1431,23.0
1432,29.0
1433,10.0
1434,20.0
1435,15.0
1436,13.0
1437,27.0
1438,9.0
1439,11.0
1440,10.0
1441,9.0
1442,14.0
1443,26.0
1444,11.0
1445,9.0
1446,10.0
1447,21.0
1448,9.0
1449,9.0
1450,15.0
1451,9.0
1452,15.0
1453,20.0
1454,9.0
1455,12.0
1456,9.0
1457,9.0
1458,9.0
1459,10.0
1460,9.0
1461,9.0
1462,9.0
1463,10.0
1464,10.0
1465,12.0
1466,9.0
1467,10.0
1468,9.0
1469,9.0
1470,9.0
1471,10.0
1472,9.0
1473,10.0
1474,8.0
1475,10.0
1476,9.0
1477,11.0
1478,10.0
1479,9.0
1480,10.0
1481,10.0
1482,9.0
1483,9.0
1484,10.0
1485,9.0
1486,9.0
1487,10.0
1488,8.0
1489,9.0
1490,11.0
1491,8.0
1492,9.0
1493,10.0
1494,10.0
1495,9.0
1496,8.0
1497,8.0
1498,10.0
1499,10.0
1500,8.0
1501,9.0
1502,9.0
1503,9.0
1504,9.0
1505,10.0
1506,9.0
1507,11.0
1508,10.0
1509,10.0
1510,10.0
1511,10.0
1512,10.0
1513,10.0
1514,10.0
1515,9.0
1516,10.0
1517,10.0
1518,11.0
1519,11.0
1520,10.0
1521,10.0
1522,10.0
1523,10.0
1524,10.0
1525,9.0
1526,10.0
1527,9.0
1528,9.0
1529,9.0
1530,10.0
1531,9.0
1532,10.0
1533,10.0
1534,9.0
1535,9.0
1536,8.0
1537,10.0
1538,8.0
1539,10.0
1540,9.0
1541,9.0
1542,8.0
1543,8.0
1544,10.0
1545,10.0
1546,8.0
1547,9.0
1548,8.0
1549,9.0
1550,10.0
1551,9.0
1552,8.0
1553,8.0
1554,10.0
1555,8.0
1556,10.0
1557,10.0
1558,8.0
1559,10.0
1560,8.0
1561,9.0
1562,10.0
1563,10.0
1564,8.0
1565,9.0
1566,9.0
1567,10.0
1568,9.0
1569,10.0
1570,8.0
1571,10.0
1572,9.0
1573,10.0
1574,10.0
1575,9.0
1576,9.0
1577,10.0
1578,10.0
1579,9.0
1580,10.0
1581,8.0
1582,10.0
1583,10.0
1584,9.0
1585,9.0
1586,10.0
1587,10.0
1588,9.0
1589,10.0
1590,10.0
1591,9.0
1592,8.0
1593,10.0
1594,11.0
1595,10.0
1596,9.0
1597,10.0
1598,10.0
1599,9.0
1600,11.0
1601,11.0
1602,9.0
1603,10.0
1604,9.0
1605,10.0
1606,10.0
1607,9.0
1608,10.0
1609,11.0
1610,10.0
1611,10.0
1612,9.0
1613,9.0
1614,10.0
1615,10.0
1616,10.0
1617,10.0
1618,10.0
1619,10.0
1620,10.0
1621,10.0
1622,10.0
1623,9.0
1624,10.0
1625,10.0
1626,9.0
1627,10.0
1628,8.0
1629,9.0
1630,10.0
1631,8.0
1632,10.0
1633,9.0
1634,9.0
1635,10.0
1636,9.0
1637,9.0
1638,10.0
1639,8.0
1640,10.0
1641,10.0
1642,10.0
1643,11.0
1644,9.0
1645,8.0
1646,8.0
1647,9.0
1648,9.0
1649,10.0
1650,10.0
1651,10.0
1652,11.0
1653,10.0
1654,11.0
1655,10.0
1656,9.0
1657,8.0
1658,10.0
1659,9.0
1660,9.0
1661,9.0
1662,10.0
1663,10.0
1664,11.0
1665,9.0
1666,9.0
1667,8.0
1668,10.0
1669,9.0
1670,9.0
1671,10.0
1672,10.0
1673,10.0
1674,10.0
1675,10.0
1676,10.0
1677,9.0
1678,10.0
1679,11.0
1680,10.0
1681,9.0
1682,10.0
1683,10.0
1684,9.0
1685,10.0
1686,10.0
1687,8.0
1688,9.0
1689,10.0
1690,10.0
1691,10.0
1692,10.0
1693,10.0
1694,9.0
1695,10.0
1696,10.0
1697,9.0
1698,9.0
1699,10.0
1700,10.0
1701,10.0
1702,9.0
1703,10.0
1704,10.0
1705,11.0
1706,10.0
1707,11.0
1708,10.0
1709,10.0
1710,10.0
1711,9.0
1712,9.0
1713,10.0
1714,10.0
1715,10.0
1716,10.0
1717,11.0
1718,10.0
1719,10.0
1720,10.0
1721,10.0
1722,10.0
1723,10.0
1724,10.0
1725,10.0
1726,10.0
1727,9.0
1728,9.0
1729,10.0
1730,11.0
1731,11.0
1732,10.0
1733,9.0
1734,9.0
1735,10.0
1736,9.0
1737,9.0
1738,10.0
1739,10.0
1740,9.0
1741,9.0
1742,12.0
1743,10.0
1744,10.0
1745,10.0
1746,10.0
1747,8.0
1748,11.0
1749,10.0
1750,10.0
1751,9.0
1752,10.0
1753,11.0
1754,9.0
1755,10.0
1756,9.0
1757,10.0
1758,10.0
1759,10.0
1760,10.0
1761,10.0
1762,10.0
1763,10.0
1764,10.0
1765,10.0
1766,10.0
1767,9.0
1768,10.0
1769,10.0
1770,10.0
1771,11.0
1772,10.0
1773,10.0
1774,10.0
1775,10.0
1776,9.0
1777,10.0
1778,9.0
1779,10.0
1780,10.0
1781,9.0
1782,10.0
1783,10.0
1784,9.0
1785,11.0
1786,10.0
1787,9.0
1788,11.0
1789,10.0
1790,9.0
1791,10.0
1792,9.0
1793,10.0
1794,10.0
1795,11.0
1796,9.0
1797,10.0
1798,10.0
1799,10.0
1800,9.0
1801,10.0
1802,10.0
1803,10.0
1804,10.0
1805,11.0
1806,9.0
1807,10.0
1808,9.0
1809,10.0
1810,10.0
1811,9.0
1812,10.0
1813,10.0
1814,10.0
1815,9.0
1816,11.0
1817,10.0
1818,9.0
1819,9.0
1820,10.0
1821,10.0
1822,10.0
1823,9.0
1824,11.0
1825,11.0
1826,10.0
1827,9.0
1828,10.0
1829,9.0
1830,27.0
1831,10.0
1832,11.0
1833,10.0
1834,9.0
1835,9.0
1836,10.0
1837,11.0
1838,11.0
1839,10.0
1840,27.0
1841,27.0
1842,10.0
1843,10.0
1844,27.0
1845,11.0
1846,9.0
1847,10.0
1848,10.0
1849,27.0
1850,9.0
1851,11.0
1852,27.0
1853,27.0
1854,23.0
1855,10.0
1856,10.0
1857,10.0
1858,10.0
1859,9.0
1860,22.0
1861,9.0
1862,10.0
1863,10.0
1864,26.0
1865,10.0
1866,23.0
1867,10.0
1868,9.0
1869,11.0
1870,22.0
1871,10.0
1872,20.0
1873,10.0
1874,20.0
1875,23.0
1876,10.0
1877,19.0
1878,19.0
1879,10.0
1880,9.0
1881,26.0
1882,11.0
1883,10.0
1884,22.0
1885,19.0
1886,14.0
1887,10.0
1888,13.0
1889,10.0
1890,13.0
1891,10.0
1892,10.0
1893,22.0
1894,22.0
1895,11.0
1896,22.0
1897,23.0
1898,10.0
1899,19.0
1900,22.0
1901,22.0
1902,10.0
1903,19.0
1904,11.0
1905,27.0
1906,10.0
1907,22.0
1908,23.0
1909,10.0
1910,10.0
1911,10.0
1912,10.0
1913,9.0
1914,10.0
1915,10.0
1916,10.0
1917,22.0
1918,11.0
1919,18.0
1920,14.0
1921,11.0
1922,10.0
1923,11.0
1924,16.0
1925,9.0
1926,12.0
1927,10.0
1928,19.0
1929,10.0
1930,23.0
1931,10.0
1932,9.0
1933,10.0
1934,10.0
1935,18.0
1936,12.0
1937,16.0
1938,10.0
1939,11.0
1940,11.0
1941,10.0
1942,10.0
1943,10.0
1944,10.0
1945,10.0
1946,10.0
1947,9.0
1948,10.0
1949,10.0
1950,10.0
1951,13.0
1952,14.0
1953,10.0
1954,10.0
1955,28.0
1956,10.0
1957,10.0
1958,23.0
1959,14.0
1960,10.0
1961,25.0
1962,10.0
1963,10.0
1964,14.0
1965,10.0
1966,16.0
1967,19.0
1968,16.0
1969,9.0
1970,16.0
1971,18.0
1972,10.0
1973,9.0
1974,13.0
1975,29.0
1976,10.0
1977,15.0
1978,11.0
1979,25.0
1980,10.0
1981,12.0
1982,10.0
1983,18.0
1984,10.0
1985,9.0
1986,16.0
1987,15.0
1988,9.0
1989,10.0
1990,9.0
1991,10.0
1992,16.0
1993,16.0
1994,19.0
1995,15.0
1996,10.0
1997,13.0
1998,10.0
1999,16.0
2000,13.0
2001,9.0
2002,10.0
2003,10.0
2004,10.0
2005,9.0
2006,10.0
2007,9.0
2008,10.0
2009,11.0
2010,11.0
2011,9.0
2012,9.0
2013,10.0
2014,9.0
2015,10.0
2016,10.0
2017,9.0
2018,10.0
2019,27.0
2020,10.0
2021,10.0
2022,13.0
2023,11.0
2024,11.0
2025,28.0
2026,10.0
2027,11.0
2028,11.0
2029,28.0
2030,9.0
2031,13.0
2032,14.0
2033,11.0
2034,10.0
2035,17.0
2036,9.0
2037,10.0
2038,13.0
2039,15.0
2040,9.0
2041,9.0
2042,10.0
2043,10.0
2044,9.0
2045,12.0
2046,11.0
2047,10.0
2048,14.0
2049,10.0
2050,10.0
2051,9.0
2052,10.0
2053,10.0
2054,9.0
2055,13.0
2056,16.0
2057,10.0
2058,13.0
2059,11.0
2060,11.0
2061,10.0
2062,14.0
2063,23.0
2064,10.0
2065,11.0
2066,15.0
2067,10.0
2068,17.0
2069,19.0
2070,19.0
2071,14.0
2072,10.0
2073,12.0
2074,17.0
2075,11.0
2076,11.0
2077,10.0
2078,10.0
2079,11.0
2080,10.0
2081,16.0
2082,9.0
2083,15.0
2084,17.0
2085,13.0
2086,12.0
2087,11.0
2088,21.0
2089,10.0
2090,10.0
2091,16.0
2092,10.0
2093,9.0
2094,15.0
2095,10.0
2096,11.0
2097,10.0
2098,21.0
2099,15.0
2100,10.0
2101,15.0
2102,9.0
2103,10.0
2104,10.0
2105,10.0
2106,9.0
2107,10.0
2108,10.0
2109,10.0
2110,15.0
2111,17.0
2112,9.0
2113,17.0
2114,10.0
2115,10.0
2116,19.0
2117,108.0
2118,10.0
2119,11.0
2120,17.0
2121,12.0
2122,10.0
2123,11.0
2124,9.0
2125,10.0
2126,13.0
2127,19.0
2128,10.0
2129,14.0
2130,15.0
2131,21.0
2132,17.0
2133,17.0
2134,10.0
2135,10.0
2136,10.0
2137,9.0
2138,10.0
2139,10.0
2140,10.0
